metric,genuine_count,impostor_count,genuine_mean,genuine_std,impostor_mean,impostor_std,eer,eer_percent,eer_threshold,decidability_index
euclidean,500,49500,291.6160469527521,135.59539732263673,703.8227764410127,301.79484777480127,0.11496969696969697,11.496969696969698,429.86259214318426,1.7619353587108937
cosine,500,49500,0.989501168181278,0.0109678788610495,0.9603761712110512,0.018366674241932467,0.0842222222222222,8.42222222222222,0.9789829096289662,1.925413778186122
